word	nodeType	synsetCount	unit	count
report	VERB	13	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
research	VERB	4	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
respect	VERB	9	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
return	VERB	29	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
revise	VERB	3	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
run	VERB	57	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	2
say	VERB	12	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	8
scatter	VERB	8	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
see	VERB	25	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	20
seem	VERB	4	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	3
shed	VERB	6	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
show	VERB	16	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	4
sleep	VERB	6	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	2
smell	VERB	10	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	2
smooth	VERB	12	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
speak	VERB	5	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
spread	VERB	23	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
stand	VERB	24	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
start	VERB	22	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	2
steal	VERB	5	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
stop	VERB	22	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
study	VERB	16	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	3
suffer	VERB	11	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	2
summon	VERB	4	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
suppose	VERB	5	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
take	VERB	44	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	10
talk	VERB	11	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	5
tell	VERB	9	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	10
thank	VERB	1	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
think	VERB	14	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	8
throw	VERB	20	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
touch	VERB	27	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	2
transfer	VERB	15	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
trouble	VERB	11	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
try	VERB	10	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	4
turn	VERB	38	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	3
underestimate	VERB	4	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
use	VERB	13	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	3
view	VERB	13	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
violate	VERB	6	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
visit	VERB	13	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
wag	VERB	3	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
wait	VERB	6	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	3
walk	VERB	17	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	3
want	VERB	9	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	11
watch	VERB	13	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
wear	VERB	12	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
witness	VERB	7	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	1
wonder	VERB	6	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	2
work	VERB	34	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	2
write	VERB	10	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	2
■	VERB	0	01x20_-_Investigate_the_General_Hospital-Decipher_the_Perplexing_Code	3
acknowledge	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	1
add	VERB	7	01x21_-_Nightfall-First_Fit_of_Jealousy	1
ask	VERB	7	01x21_-_Nightfall-First_Fit_of_Jealousy	3
attain	VERB	4	01x21_-_Nightfall-First_Fit_of_Jealousy	1
avoid	VERB	5	01x21_-_Nightfall-First_Fit_of_Jealousy	1
bat	VERB	10	01x21_-_Nightfall-First_Fit_of_Jealousy	1
be	VERB	14	01x21_-_Nightfall-First_Fit_of_Jealousy	2
become	VERB	4	01x21_-_Nightfall-First_Fit_of_Jealousy	2
beg	VERB	4	01x21_-_Nightfall-First_Fit_of_Jealousy	1
begin	VERB	11	01x21_-_Nightfall-First_Fit_of_Jealousy	2
believe	VERB	5	01x21_-_Nightfall-First_Fit_of_Jealousy	1
bite	VERB	13	01x21_-_Nightfall-First_Fit_of_Jealousy	1
blame	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	1
bleed	VERB	5	01x21_-_Nightfall-First_Fit_of_Jealousy	1
break	VERB	75	01x21_-_Nightfall-First_Fit_of_Jealousy	1
brief	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	1
bring	VERB	11	01x21_-_Nightfall-First_Fit_of_Jealousy	2
brush	VERB	15	01x21_-_Nightfall-First_Fit_of_Jealousy	1
burn	VERB	20	01x21_-_Nightfall-First_Fit_of_Jealousy	1
buy	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	3
call	VERB	41	01x21_-_Nightfall-First_Fit_of_Jealousy	1
care	VERB	11	01x21_-_Nightfall-First_Fit_of_Jealousy	1
carry	VERB	41	01x21_-_Nightfall-First_Fit_of_Jealousy	2
catch	VERB	39	01x21_-_Nightfall-First_Fit_of_Jealousy	1
change	VERB	20	01x21_-_Nightfall-First_Fit_of_Jealousy	1
clean	VERB	31	01x21_-_Nightfall-First_Fit_of_Jealousy	1
close	VERB	37	01x21_-_Nightfall-First_Fit_of_Jealousy	1
coddle	VERB	2	01x21_-_Nightfall-First_Fit_of_Jealousy	2
collect	VERB	8	01x21_-_Nightfall-First_Fit_of_Jealousy	1
come	VERB	22	01x21_-_Nightfall-First_Fit_of_Jealousy	7
communicate	VERB	7	01x21_-_Nightfall-First_Fit_of_Jealousy	1
complain	VERB	2	01x21_-_Nightfall-First_Fit_of_Jealousy	2
conceal	VERB	2	01x21_-_Nightfall-First_Fit_of_Jealousy	1
concentrate	VERB	11	01x21_-_Nightfall-First_Fit_of_Jealousy	1
confirm	VERB	5	01x21_-_Nightfall-First_Fit_of_Jealousy	3
continue	VERB	10	01x21_-_Nightfall-First_Fit_of_Jealousy	1
cook	VERB	7	01x21_-_Nightfall-First_Fit_of_Jealousy	1
count	VERB	12	01x21_-_Nightfall-First_Fit_of_Jealousy	1
crack	VERB	24	01x21_-_Nightfall-First_Fit_of_Jealousy	1
create	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	1
dare	VERB	4	01x21_-_Nightfall-First_Fit_of_Jealousy	1
decide	VERB	4	01x21_-_Nightfall-First_Fit_of_Jealousy	1
delay	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	1
deliver	VERB	12	01x21_-_Nightfall-First_Fit_of_Jealousy	2
die	VERB	14	01x21_-_Nightfall-First_Fit_of_Jealousy	1
discover	VERB	8	01x21_-_Nightfall-First_Fit_of_Jealousy	1
do	VERB	16	01x21_-_Nightfall-First_Fit_of_Jealousy	14
dream	VERB	8	01x21_-_Nightfall-First_Fit_of_Jealousy	1
eat	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	1
ensure	VERB	2	01x21_-_Nightfall-First_Fit_of_Jealousy	1
excuse	VERB	9	01x21_-_Nightfall-First_Fit_of_Jealousy	2
expect	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	2
fail	VERB	11	01x21_-_Nightfall-First_Fit_of_Jealousy	1
fall	VERB	44	01x21_-_Nightfall-First_Fit_of_Jealousy	1
feel	VERB	17	01x21_-_Nightfall-First_Fit_of_Jealousy	1
figure	VERB	18	01x21_-_Nightfall-First_Fit_of_Jealousy	1
fill	VERB	11	01x21_-_Nightfall-First_Fit_of_Jealousy	2
find	VERB	18	01x21_-_Nightfall-First_Fit_of_Jealousy	3
fix	VERB	17	01x21_-_Nightfall-First_Fit_of_Jealousy	1
flatter	VERB	16	01x21_-_Nightfall-First_Fit_of_Jealousy	1
forget	VERB	4	01x21_-_Nightfall-First_Fit_of_Jealousy	4
forgive	VERB	2	01x21_-_Nightfall-First_Fit_of_Jealousy	1
free	VERB	22	01x21_-_Nightfall-First_Fit_of_Jealousy	1
gain	VERB	13	01x21_-_Nightfall-First_Fit_of_Jealousy	1
get	VERB	37	01x21_-_Nightfall-First_Fit_of_Jealousy	11
give	VERB	45	01x21_-_Nightfall-First_Fit_of_Jealousy	4
go	VERB	35	01x21_-_Nightfall-First_Fit_of_Jealousy	12
guess	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	2
happen	VERB	5	01x21_-_Nightfall-First_Fit_of_Jealousy	1
hat	VERB	4	01x21_-_Nightfall-First_Fit_of_Jealousy	1
hate	VERB	2	01x21_-_Nightfall-First_Fit_of_Jealousy	1
have	VERB	20	01x21_-_Nightfall-First_Fit_of_Jealousy	12
hear	VERB	5	01x21_-_Nightfall-First_Fit_of_Jealousy	4
help	VERB	12	01x21_-_Nightfall-First_Fit_of_Jealousy	3
hesitate	VERB	2	01x21_-_Nightfall-First_Fit_of_Jealousy	1
hold	VERB	45	01x21_-_Nightfall-First_Fit_of_Jealousy	1
hope	VERB	9	01x21_-_Nightfall-First_Fit_of_Jealousy	1
hurt	VERB	14	01x21_-_Nightfall-First_Fit_of_Jealousy	1
import	VERB	8	01x21_-_Nightfall-First_Fit_of_Jealousy	1
insist	VERB	3	01x21_-_Nightfall-First_Fit_of_Jealousy	1
k*ll	VERB	0	01x21_-_Nightfall-First_Fit_of_Jealousy	1
know	VERB	12	01x21_-_Nightfall-First_Fit_of_Jealousy	5
leave	VERB	17	01x21_-_Nightfall-First_Fit_of_Jealousy	3
lessen	VERB	3	01x21_-_Nightfall-First_Fit_of_Jealousy	1
let	VERB	8	01x21_-_Nightfall-First_Fit_of_Jealousy	4
lick	VERB	7	01x21_-_Nightfall-First_Fit_of_Jealousy	1
like	VERB	11	01x21_-_Nightfall-First_Fit_of_Jealousy	5
listen	VERB	3	01x21_-_Nightfall-First_Fit_of_Jealousy	1
live	VERB	19	01x21_-_Nightfall-First_Fit_of_Jealousy	1
lock	VERB	15	01x21_-_Nightfall-First_Fit_of_Jealousy	1
look	VERB	14	01x21_-_Nightfall-First_Fit_of_Jealousy	4
lose	VERB	11	01x21_-_Nightfall-First_Fit_of_Jealousy	1
love	VERB	10	01x21_-_Nightfall-First_Fit_of_Jealousy	4
make	VERB	51	01x21_-_Nightfall-First_Fit_of_Jealousy	10
manage	VERB	7	01x21_-_Nightfall-First_Fit_of_Jealousy	2
marry	VERB	2	01x21_-_Nightfall-First_Fit_of_Jealousy	1
mean	VERB	16	01x21_-_Nightfall-First_Fit_of_Jealousy	1
meet	VERB	15	01x21_-_Nightfall-First_Fit_of_Jealousy	1
mention	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	1
need	VERB	7	01x21_-_Nightfall-First_Fit_of_Jealousy	7
overlap	VERB	5	01x21_-_Nightfall-First_Fit_of_Jealousy	1
pick	VERB	21	01x21_-_Nightfall-First_Fit_of_Jealousy	2
plan	VERB	7	01x21_-_Nightfall-First_Fit_of_Jealousy	1
play	VERB	52	01x21_-_Nightfall-First_Fit_of_Jealousy	5
please	VERB	4	01x21_-_Nightfall-First_Fit_of_Jealousy	1
pose	VERB	9	01x21_-_Nightfall-First_Fit_of_Jealousy	1
pour	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	1
prefer	VERB	4	01x21_-_Nightfall-First_Fit_of_Jealousy	1
promise	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	2
propose	VERB	5	01x21_-_Nightfall-First_Fit_of_Jealousy	3
put	VERB	10	01x21_-_Nightfall-First_Fit_of_Jealousy	1
rain	VERB	4	01x21_-_Nightfall-First_Fit_of_Jealousy	1
realize	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	1
recommend	VERB	3	01x21_-_Nightfall-First_Fit_of_Jealousy	1
reevaluate	VERB	1	01x21_-_Nightfall-First_Fit_of_Jealousy	1
remarry	VERB	1	01x21_-_Nightfall-First_Fit_of_Jealousy	1
remember	VERB	8	01x21_-_Nightfall-First_Fit_of_Jealousy	1
research	VERB	4	01x21_-_Nightfall-First_Fit_of_Jealousy	1
retire	VERB	11	01x21_-_Nightfall-First_Fit_of_Jealousy	1
return	VERB	29	01x21_-_Nightfall-First_Fit_of_Jealousy	3
run	VERB	57	01x21_-_Nightfall-First_Fit_of_Jealousy	4
say	VERB	12	01x21_-_Nightfall-First_Fit_of_Jealousy	4
scold	VERB	3	01x21_-_Nightfall-First_Fit_of_Jealousy	1
see	VERB	25	01x21_-_Nightfall-First_Fit_of_Jealousy	10
seem	VERB	4	01x21_-_Nightfall-First_Fit_of_Jealousy	4
sell	VERB	9	01x21_-_Nightfall-First_Fit_of_Jealousy	1
separate	VERB	19	01x21_-_Nightfall-First_Fit_of_Jealousy	1
sew	VERB	2	01x21_-_Nightfall-First_Fit_of_Jealousy	1
shed	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	1
shoot	VERB	22	01x21_-_Nightfall-First_Fit_of_Jealousy	1
show	VERB	16	01x21_-_Nightfall-First_Fit_of_Jealousy	4
sign	VERB	20	01x21_-_Nightfall-First_Fit_of_Jealousy	1
sleep	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	1
sound	VERB	24	01x21_-_Nightfall-First_Fit_of_Jealousy	1
spill	VERB	10	01x21_-_Nightfall-First_Fit_of_Jealousy	1
stab	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	1
start	VERB	22	01x21_-_Nightfall-First_Fit_of_Jealousy	1
stay	VERB	16	01x21_-_Nightfall-First_Fit_of_Jealousy	2
steal	VERB	5	01x21_-_Nightfall-First_Fit_of_Jealousy	1
stick	VERB	25	01x21_-_Nightfall-First_Fit_of_Jealousy	1
stop	VERB	22	01x21_-_Nightfall-First_Fit_of_Jealousy	1
suffer	VERB	11	01x21_-_Nightfall-First_Fit_of_Jealousy	1
suit	VERB	10	01x21_-_Nightfall-First_Fit_of_Jealousy	1
support	VERB	22	01x21_-_Nightfall-First_Fit_of_Jealousy	1
survey	VERB	9	01x21_-_Nightfall-First_Fit_of_Jealousy	1
swipe	VERB	3	01x21_-_Nightfall-First_Fit_of_Jealousy	1
switch	VERB	14	01x21_-_Nightfall-First_Fit_of_Jealousy	4
take	VERB	44	01x21_-_Nightfall-First_Fit_of_Jealousy	8
talk	VERB	11	01x21_-_Nightfall-First_Fit_of_Jealousy	1
teach	VERB	3	01x21_-_Nightfall-First_Fit_of_Jealousy	2
tell	VERB	9	01x21_-_Nightfall-First_Fit_of_Jealousy	4
thank	VERB	1	01x21_-_Nightfall-First_Fit_of_Jealousy	3
think	VERB	14	01x21_-_Nightfall-First_Fit_of_Jealousy	6
train	VERB	17	01x21_-_Nightfall-First_Fit_of_Jealousy	1
try	VERB	10	01x21_-_Nightfall-First_Fit_of_Jealousy	1
turn	VERB	38	01x21_-_Nightfall-First_Fit_of_Jealousy	2
use	VERB	13	01x21_-_Nightfall-First_Fit_of_Jealousy	2
visit	VERB	13	01x21_-_Nightfall-First_Fit_of_Jealousy	1
wait	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	3
walk	VERB	17	01x21_-_Nightfall-First_Fit_of_Jealousy	5
want	VERB	9	01x21_-_Nightfall-First_Fit_of_Jealousy	8
whip	VERB	11	01x21_-_Nightfall-First_Fit_of_Jealousy	1
win	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	1
wipe	VERB	2	01x21_-_Nightfall-First_Fit_of_Jealousy	1
wish	VERB	10	01x21_-_Nightfall-First_Fit_of_Jealousy	1
wonder	VERB	6	01x21_-_Nightfall-First_Fit_of_Jealousy	1
work	VERB	34	01x21_-_Nightfall-First_Fit_of_Jealousy	3
worry	VERB	8	01x21_-_Nightfall-First_Fit_of_Jealousy	1
wuv	VERB	0	01x21_-_Nightfall-First_Fit_of_Jealousy	1
act	VERB	15	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
admire	VERB	2	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
aim	VERB	11	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
annihilate	VERB	1	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
appear	VERB	7	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
assume	VERB	9	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
attack	VERB	15	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
b*mb	VERB	0	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
be	VERB	14	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	4
beat	VERB	34	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	3
become	VERB	4	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	3
begin	VERB	11	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	3
behold	VERB	1	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
believe	VERB	5	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
belong	VERB	6	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
bet	VERB	5	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	11
blame	VERB	6	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
blow	VERB	29	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
breathe	VERB	9	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
bring	VERB	11	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
burst	VERB	12	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
bury	VERB	6	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
buy	VERB	6	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
call	VERB	41	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
cast	VERB	20	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
catch	VERB	39	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
change	VERB	20	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
chickenshit	VERB	1	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
chip	VERB	14	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
choose	VERB	3	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
climb	VERB	9	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
close	VERB	37	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
collect	VERB	8	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
come	VERB	22	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
compete	VERB	1	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
complete	VERB	10	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
compliment	VERB	3	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
connect	VERB	11	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
contain	VERB	6	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
continue	VERB	10	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	4
count	VERB	12	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
cover	VERB	36	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
crush	VERB	12	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	3
customize	VERB	2	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
dabble	VERB	4	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
dalc	VERB	0	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
dare	VERB	4	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
develop	VERB	21	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
dictate	VERB	5	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
die	VERB	14	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
discover	VERB	8	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
divorce	VERB	3	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
do	VERB	16	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	8
dominate	VERB	5	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
dope	VERB	7	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
doubt	VERB	4	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
dull	VERB	19	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
dumbass	VERB	1	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
end	VERB	18	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
endure	VERB	7	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
enjoy	VERB	5	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
enter	VERB	9	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	3
experience	VERB	8	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
exterminate	VERB	2	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
face	VERB	22	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
fall	VERB	44	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
feature	VERB	8	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
feel	VERB	17	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	3
fight	VERB	9	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
figure	VERB	18	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
fill	VERB	11	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
find	VERB	18	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	4
finish	VERB	15	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
flatter	VERB	16	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
forget	VERB	4	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
gain	VERB	13	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
gather	VERB	11	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
get	VERB	37	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	12
give	VERB	45	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
glare	VERB	6	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
go	VERB	35	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	13
guess	VERB	6	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	3
happen	VERB	5	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
have	VERB	20	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	21
hit	VERB	24	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
hold	VERB	45	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
hole	VERB	10	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
hope	VERB	9	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
huddle	VERB	4	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
hurry	VERB	6	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
infiltrate	VERB	4	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
judge	VERB	7	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
k*ll	VERB	0	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
keep	VERB	25	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	3
know	VERB	12	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	6
last	VERB	21	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
lessen	VERB	3	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
let	VERB	8	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	9
like	VERB	11	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
live	VERB	19	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
locate	VERB	4	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
lock	VERB	15	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
look	VERB	14	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	3
lose	VERB	11	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	4
love	VERB	10	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	12
m*rder	VERB	0	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
make	VERB	51	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	7
manage	VERB	7	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
mean	VERB	16	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
mention	VERB	6	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
mess	VERB	8	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
need	VERB	7	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	3
open	VERB	36	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
overlap	VERB	5	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
panic	VERB	4	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
pay	VERB	12	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
perform	VERB	4	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
pick	VERB	21	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
piss	VERB	3	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	2
place	VERB	32	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
plan	VERB	7	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
play	VERB	52	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	11
possess	VERB	3	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
power	VERB	10	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
practice	VERB	10	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
preserve	VERB	9	01x22_-_The_Underground_Tennis_Tournament__The_Campbelldon	1
